    L4_0145    J16000236  0  0  0   6.091   0.078  163.5    3.6    3.2  3.514  0.010  0.009  -0.78  0.22  0.18  -0.67  0.09  0.08      0  6.14  0.26  0.56     0   -9.55  0.33  0.33    0       0  -0.777  0.039  0.056  1.926  0.010  0.010  0      0    7.9    2.9    0.1   10.3    3.2    0.9    7.7    1.0    0.2    9.4    1.7    0.7  -3.29  0.05  0.26  -3.56  0.15  0.17  -3.24  0.05  0.13  -3.45  0.11  0.13  1.75  0.06  0.07  
    L4_0148        Sz130  0  0  0   6.240   0.039  159.6    2.9    2.6  3.553  0.018  0.022  -0.76  0.22  0.19  -0.38  0.11  0.16      0  6.53  0.46  0.36     0   -9.10  0.35  0.34    0       0  -2.118  0.064  0.061  1.154  0.092  0.239  0      0   20.8   12.4    3.5   22.2   18.9    3.3   22.4   12.3    3.5   23.6   19.7    3.0  -5.40  0.20  0.25  -5.45  0.19  0.30  -5.42  0.16  0.25  -5.47  0.15  0.31  2.19  0.04  0.08  
    L4_0150        MYLup  0  0  0   6.386   0.048  155.9    2.9    2.5  3.708  0.020  0.021  -0.06  0.17  0.21   0.09  0.03  0.13      0  7.01  0.55  0.31     0  -10.32  0.42  0.76    1   -9.60  -0.653  0.039  0.054  1.766  0.009  0.008  0      0   14.9    3.8    2.5   17.0    4.0    2.9   16.5    3.1    2.7   18.7    3.3    3.2  -3.70  0.18  0.12  -3.79  0.17  0.12  -3.76  0.16  0.10  -3.84  0.15  0.10  2.87  0.06  0.07  
    L4_0151        Sz131  0  0  0   6.238   0.053  159.5    3.2    2.6  3.534  0.010  0.011  -0.82  0.19  0.20  -0.50  0.06  0.08      0  6.47  0.32  0.31     0   -9.19  0.33  0.33    0       0  -1.921  0.048  0.057  1.198  0.072  0.083  0      0   19.0    8.1    3.1   20.0   17.2    2.6   18.8    6.8    3.0   19.6   16.2    2.4  -5.15  0.18  0.17  -5.20  0.16  0.29  -5.12  0.15  0.17  -5.18  0.15  0.29  1.92  0.06  0.07  
    L4_0153    J16011549  0  0  9   6.199   0.399  160.0   13.6    8.2      0      0      0      0     0     0      0     0     0      0     0     0     0     0       0     0     0    0       0  -0.897  0.075  0.073  1.983  0.036  0.028  0      0      0      0      0      0      0      0    8.1    1.8    0.2   11.5    2.5    1.1      0     0     0      0     0     0  -3.45  0.10  0.15  -3.75  0.14  0.13  2.00  0.08  0.08  
    L3_0021         Sz90  0  0  0   6.234   0.045  159.8    2.9    2.7  3.609  0.020  0.021  -0.38  0.19  0.19  -0.08  0.03  0.15      0  6.65  0.31  0.40     0   -8.93  0.32  0.33    0       0  -1.520  0.042  0.052  1.280  0.034  0.026  0      0   20.9    5.5    3.7   22.0    6.8    3.9   22.3    4.9    3.6   23.3    6.4    3.6  -4.79  0.17  0.11  -4.82  0.16  0.13  -4.82  0.14  0.10  -4.86  0.15  0.12  2.53  0.06  0.07  
       sz91         Sz91  0  1  0   6.287   0.065  158.6    2.9    3.1  3.571  0.017  0.023  -0.71  0.21  0.19  -0.27  0.08  0.14      0  6.78  0.35  0.43     0   -9.09  0.36  0.31    0       0  -1.221  0.036  0.056  1.983  0.008  0.009  0      0    7.0    1.2    0.0    7.0    1.2    0.0    7.0    0.0    0.0    7.0    0.0    0.0  -3.61  0.03  0.17  -3.60  0.03  0.18  -3.59  0.03  0.06  -3.59  0.03  0.06  1.10  0.05  0.08  
    L3_0028         Sz95  0  0  0   6.322   0.077  157.4    3.4    2.8  3.534  0.010  0.011  -0.58  0.18  0.20  -0.52  0.07  0.08      0  6.12  0.31  0.38     0   -9.40  0.31  0.35    0       0  -2.189  0.062  0.058  0.995  0.118  0.440  1  1.245   27.9   24.8    4.4   29.8   33.0    3.9   19.4   16.4    3.0   20.6   22.5    2.4  -5.67  0.20  0.28  -5.74  0.21  0.29  -5.45  0.22  0.30  -5.55  0.24  0.30  1.59  0.05  0.07  
    L3_0033    J16080017  0  0  0   6.254   0.113  159.2    4.1    3.5  3.485  0.009  0.010  -1.44  0.19  0.20  -0.92  0.11  0.04      0  6.61  0.32  0.30     0  -10.58  0.33  0.33    0       0  -2.330  0.054  0.065  0.676  0.277  0.315  1  1.132   21.3   18.8    4.0   24.0   22.8    4.6   21.2   17.7    3.9   23.1   22.3    3.8  -5.73  0.30  0.22  -5.80  0.29  0.23  -5.73  0.31  0.20  -5.79  0.29  0.23  1.34  0.05  0.07  
    L3_0037         Sz96  0  0  0   6.388   0.053  156.0    2.8    2.8  3.570  0.019  0.022  -0.38  0.20  0.20  -0.32  0.12  0.15      0  6.17  0.48  0.36     0   -9.41  0.37  0.33    0       0  -2.291  0.059  0.065  1.071  0.112  0.439  1  1.303   29.4   26.8    4.4   31.4   38.1    3.8   30.5   26.5    4.3   32.2   38.6    3.4  -5.82  0.21  0.27  -5.91  0.23  0.28  -5.83  0.19  0.28  -5.92  0.23  0.28  2.49  0.05  0.08  
    L3_0040         Sz97  0  0  0   6.339   0.069  157.2    3.1    2.9  3.515  0.009  0.010  -0.99  0.21  0.20  -0.63  0.06  0.11      0  6.45  0.31  0.33     0   -9.86  0.33  0.32    0       0  -2.150  0.050  0.055  0.877  0.120  0.435  1  1.113   25.1   22.1    3.9   27.6   27.5    4.4   22.2   18.5    3.4   23.9   23.8    3.3  -5.63  0.25  0.22  -5.70  0.26  0.23  -5.53  0.22  0.25  -5.63  0.26  0.23  1.60  0.05  0.07  
    L3_0041        HKLup  0  0  0   6.401   0.050  155.5    2.9    2.5  3.610  0.018  0.022   0.18  0.19  0.19  -0.21  0.12  0.11      0  5.73  0.37  0.40     0   -7.53  0.35  0.33    0       0  -0.496  0.042  0.051  2.068  0.008  0.008  0      0   12.3    3.0    2.3   14.2    3.4    2.4   14.1    2.5    2.4   16.0    3.0    2.5  -3.40  0.20  0.13  -3.51  0.19  0.12  -3.49  0.18  0.10  -3.59  0.16  0.09  3.17  0.06  0.07  
    L3_0043        Sz100  0  1  0   7.302   0.170  136.2    4.2    3.2  3.486  0.009  0.010  -1.09  0.19  0.22  -0.90  0.09  0.06      0  6.23  0.18  0.68     0   -9.84  0.32  0.34    0       0  -1.283  0.044  0.055  1.519  0.014  0.014  0      0    9.6    2.3    1.8    9.7    2.3    1.7   12.3    2.1    2.2   12.6    2.0    2.2  -4.00  0.25  0.13  -4.00  0.23  0.15  -4.18  0.19  0.10  -4.19  0.18  0.10  2.10  0.05  0.07  
    L3_0049        Sz103  0  0  0   6.270   0.106  158.6    4.1    3.2  3.515  0.009  0.011  -0.93  0.20  0.20  -0.64  0.07  0.10      0  6.36  0.31  0.34     0   -9.30  0.31  0.34    0       0  -1.796  0.056  0.056  1.029  0.069  0.131  0      0   23.1   10.4    4.2   24.3   19.1    3.5   25.2   10.4    4.1   26.4   20.1    3.4  -5.14  0.18  0.17  -5.19  0.18  0.25  -5.18  0.16  0.17  -5.23  0.15  0.24  2.03  0.05  0.07  
    L3_0050    J16083070  0  1  4   6.406   0.039  155.3    2.9    2.3  3.690  0.020  0.021   0.26  0.19  0.18   0.14  0.06  0.08      0  6.39  0.30  0.35  5.82  -11.08  1.46  0.05    1   -9.28  -0.760  0.039  0.053  1.934  0.008  0.008  0      0   12.8    3.1    2.1   12.9    3.2    2.1   11.0    1.9    1.8   11.2    2.0    1.9  -3.70  0.20  0.12  -3.71  0.19  0.12  -3.58  0.20  0.10  -3.59  0.20  0.10  2.77  0.05  0.07  
    L3_0051        Sz104  0  0  0   6.044   0.086  164.9    3.6    3.6  3.494  0.011  0.009  -1.15  0.20  0.21  -0.83  0.11  0.07      0  6.36  0.31  0.42     0   -9.98  0.31  0.35    0       0  -2.250  0.059  0.064  0.972  0.141  0.452  1  1.245   19.7   19.3    3.0   21.3   24.8    2.9   21.9   20.9    3.0   23.7   26.9    3.0  -5.57  0.25  0.29  -5.67  0.29  0.28  -5.62  0.22  0.29  -5.70  0.24  0.29  1.83  0.05  0.07  
    L3_0060       Sz108B  0  0  0   5.917   0.120  168.5    4.5    4.4  3.495  0.010  0.011  -0.97  0.23  0.23  -0.81  0.08  0.09      0  6.17  0.25  0.69     0   -9.57  0.32  0.34    0       0  -1.404  0.047  0.054  1.378  0.029  0.020  0      0   12.7    3.6    2.2   13.6    3.8    2.5   13.7    2.5    2.4   14.3    2.9    2.4  -4.36  0.23  0.12  -4.40  0.21  0.13  -4.38  0.18  0.10  -4.41  0.17  0.12  1.90  0.05  0.08  
    L3_0065    J16084940  0  0  0   6.278   0.189  158.6    6.0    4.8  3.515  0.009  0.010  -0.81  0.20  0.21  -0.67  0.09  0.07      0  6.22  0.28  0.49     0   -9.76  0.34  0.33    0       0  -2.511  0.100  0.079  1.231  0.188  0.594  1  1.636   16.5   24.1    2.3   17.8   29.8    2.1   21.2   29.8    2.9   22.6   37.1    2.6  -5.84  0.42  0.33  -5.86  0.36  0.38  -5.99  0.40  0.29  -6.02  0.37  0.34  2.40  0.06  0.08  
    L3_0067     V1193Sco  0  0  0   6.269   0.045  158.7    3.1    2.5  3.515  0.009  0.010  -0.76  0.21  0.20  -0.68  0.10  0.06      0  6.14  0.27  0.54     0   -8.82  0.33  0.33    0       0  -1.710  0.042  0.054  1.113  0.048  0.076  0      0   22.0    9.2    3.8   22.7   18.8    3.0   26.4   10.0    4.1   27.2   21.6    3.3  -5.03  0.17  0.16  -5.06  0.16  0.28  -5.11  0.13  0.16  -5.15  0.12  0.28  2.36  0.05  0.08  
    L3_0068    J16085324  0  0  0   5.963   0.104  166.9    4.4    3.7  3.534  0.010  0.011  -0.68  0.21  0.21  -0.50  0.05  0.10      0  6.27  0.33  0.38     0  -10.02  0.33  0.32    0       0  -1.557  0.043  0.056  1.062  0.054  0.106  0      0   25.0   13.0    4.3   25.6   25.8    3.1   21.9   10.3    3.4   22.4   22.1    2.4  -4.96  0.18  0.19  -5.00  0.16  0.30  -4.87  0.16  0.18  -4.91  0.14  0.32  1.90  0.05  0.07  
    L3_0071        Sz111  0  1  0   6.316   0.030  157.3    3.0    2.2  3.570  0.019  0.022  -0.68  0.20  0.21  -0.27  0.08  0.15      0  6.66  0.44  0.35     0   -9.48  0.36  0.33    0       0  -0.632  0.037  0.055  1.846  0.008  0.008  0      0    7.2    3.1    0.0    7.3    3.3    0.0    7.0    0.9    0.0    7.0    1.1    0.0  -3.03  0.01  0.34  -3.04  0.01  0.34  -3.01  0.04  0.12  -3.01  0.04  0.14  1.73  0.04  0.08  
    L3_0072    J16085529  0  0  1   5.963   0.104  167.0    4.3    3.8  3.468  0.010  0.011  -1.26  0.22  0.25  -0.99  0.08  0.00  -0.86  6.27  0.22  0.76     0  -10.76  0.33  0.33    2  -11.31  -2.387  0.066  0.070  0.780  0.325  0.332  1  1.313   19.8   19.4    3.7   22.8   22.8    4.4   14.6   13.6    2.6   17.1   15.9    3.3  -5.75  0.32  0.26  -5.82  0.30  0.25  -5.57  0.35  0.25  -5.70  0.38  0.20  1.01  0.05  0.08  
    L3_0073        Sz112  0  0  0   6.239   0.075  159.2    3.7    2.7  3.495  0.009  0.011  -0.92  0.21  0.20  -0.82  0.08  0.08      0  6.13  0.17  0.70     0   -9.92  0.35  0.31    0       0  -2.176  0.058  0.062  1.263  0.090  0.189  0      0   16.5    8.8    2.7   17.5   15.9    2.3   20.2    9.8    3.1   21.2   18.5    2.6  -5.33  0.22  0.21  -5.37  0.18  0.32  -5.43  0.17  0.22  -5.48  0.16  0.30  2.21  0.06  0.07  
    L3_0074        Sz113  0  0  0   6.126   0.076  162.5    3.6    3.1  3.505  0.010  0.011  -1.37  0.20  0.20  -0.73  0.09  0.08      0  6.79  0.35  0.28     0   -9.11  0.32  0.35    0       0  -1.515  0.043  0.052  1.042  0.042  0.048  0      0   16.2    5.9    2.9   16.9   11.1    2.6   21.0    7.0    3.2   21.8   13.9    2.8  -4.63  0.19  0.16  -4.66  0.17  0.26  -4.79  0.15  0.14  -4.82  0.13  0.25  1.89  0.05  0.07  
    L3_0079    J16090141  0  1  0   6.086   0.083  163.8    3.4    3.6  3.515  0.009  0.010  -1.02  0.22  0.18  -0.65  0.09  0.09      0  6.44  0.35  0.27     0   -9.94  0.33  0.32    0       0  -1.596  0.072  0.064  1.824  0.146  0.026  0      0    7.2    2.3    0.0    7.3    2.7    0.0    7.2    1.8    0.0    7.4    2.2    0.0  -4.02  0.07  0.24  -4.05  0.07  0.26  -4.02  0.07  0.19  -4.06  0.08  0.21  1.77  0.05  0.07  
    L3_0080      V908Sco  0  0  0   6.163   0.053  161.6    3.1    2.8  3.502  0.009  0.011  -0.69  0.20  0.21  -0.76  0.08  0.07      0  5.97  0.14  0.75     0   -9.14  0.32  0.34    0       0  -0.872  0.040  0.053  1.615  0.010  0.010  0      0   13.8    3.5    2.6   18.9    4.7    3.3   19.8    3.6    3.6   26.8    4.5    4.6  -3.87  0.20  0.13  -4.09  0.18  0.10  -4.10  0.16  0.09  -4.27  0.14  0.08  2.68  0.04  0.08  
    L3_0091    J16092697  0  0  0   6.275   0.094  158.6    3.8    3.1  3.506  0.010  0.011  -1.15  0.20  0.19  -0.73  0.10  0.08      0  6.49  0.32  0.27     0   -8.23  0.32  0.33    0       0  -2.204  0.066  0.065  1.240  0.093  0.230  1  1.427   15.1    9.6    2.4   16.1   18.0    1.9   15.3    9.0    2.3   16.3   17.7    1.8  -5.29  0.23  0.27  -5.35  0.19  0.38  -5.28  0.19  0.28  -5.35  0.18  0.38  1.68  0.05  0.07  
    L3_0102        Sz117  0  0  0   6.307   0.046  157.7    3.1    2.4  3.524  0.009  0.011  -0.56  0.19  0.18  -0.61  0.09  0.07      0  6.00  0.22  0.57     0   -8.88  0.30  0.34    0       0  -1.858  0.043  0.055  0.878  0.088  0.359  1  1.047   32.3   25.5    4.9   33.3   35.8    3.9   29.0   22.2    4.0   30.2   31.4    3.4  -5.42  0.17  0.25  -5.48  0.20  0.27  -5.37  0.18  0.24  -5.39  0.15  0.31  2.07  0.06  0.07  
    L3_0103        Sz118  0  1  0   6.101   0.047  163.1    3.2    2.7  3.640  0.018  0.022  -0.14  0.18  0.19  -0.01  0.04  0.11      0  6.50  0.35  0.37     0   -9.18  0.34  0.31    0       0  -1.062  0.041  0.053  1.777  0.008  0.010  0      0   12.6    3.0    2.2   12.9    3.0    2.2   13.1    2.3    2.3   13.5    2.2    2.3  -3.98  0.19  0.13  -4.00  0.19  0.13  -4.01  0.19  0.09  -4.02  0.17  0.10  2.68  0.06  0.07  
    L3_0106    J16095628  0  0  1   6.372   0.109  156.3    3.9    3.4  3.476  0.010  0.010  -1.81  0.19  0.20  -0.98  0.12  0.00  -0.81  7.02  0.32  0.25     0  -11.13  0.33  0.32    2  -11.67  -1.993  0.050  0.056  0.891  0.094  0.349  1  1.071   15.7   11.6    2.6   16.7   17.1    2.2   17.3   12.5    2.5   18.4   18.7    2.1  -5.14  0.24  0.26  -5.26  0.29  0.26  -5.20  0.21  0.26  -5.35  0.30  0.22  1.17  0.05  0.07  
    L3_0114    J16101984  0  0  1   6.306   0.136  158.2    4.3    4.3  3.468  0.010  0.011  -1.35  0.23  0.23  -0.99  0.08  0.00  -0.86  6.37  0.27  0.66     0  -10.64  0.33  0.33    2  -11.20  -2.537  0.160  0.102  1.419  0.228  0.441  1  2.070    8.4   11.8    0.0   10.8   13.8    1.2    7.4    6.3    0.1    7.6    9.3    0.1  -5.33  0.38  0.49  -5.40  0.32  0.53  -4.90  0.09  0.66  -4.95  0.08  0.75  0.84  0.06  0.08  
    L3_0116    J16102955  0  0  0   6.126   0.084  162.6    3.6    3.3  3.506  0.010  0.011  -0.99  0.20  0.19  -0.73  0.08  0.09      0  6.28  0.31  0.40     0  -10.02  0.32  0.33    0       0  -1.965  0.054  0.060  1.587  0.069  0.039  0      0   10.6    2.7    2.0   11.5    3.9    1.9    9.6    2.1    1.4   10.7    3.0    1.7  -4.75  0.23  0.15  -4.84  0.22  0.17  -4.67  0.21  0.13  -4.76  0.20  0.16  1.66  0.05  0.07  
    L3_0137    J16124373  0  0  0   6.257   0.048  159.2    2.9    2.7  3.571  0.017  0.023  -0.41  0.20  0.18  -0.30  0.10  0.16      0  6.26  0.41  0.39     0   -9.10  0.35  0.33    0       0  -1.397  0.043  0.052  1.218  0.034  0.036  0      0   24.3    7.7    4.2   25.9   15.8    3.7   20.6    5.3    3.5   21.8   12.4    3.0  -4.77  0.17  0.12  -4.82  0.15  0.21  -4.65  0.16  0.12  -4.71  0.15  0.22  2.08  0.06  0.07  
    L3_0141    J16134410  0  0  0   6.250   0.085  159.2    3.7    3.0  3.495  0.009  0.011  -1.37  0.20  0.18  -0.83  0.11  0.07      0  6.65  0.30  0.29     0   -9.23  0.32  0.33    0       0  -2.396  0.085  0.081  1.267  0.141  0.572  1  1.573   11.7   16.0    1.3   12.9   20.2    1.4    9.1   13.5    0.3   10.7   16.5    1.0  -5.40  0.32  0.45  -5.47  0.30  0.47  -5.26  0.34  0.46  -5.41  0.39  0.41  1.12  0.05  0.07  
    L3_0019    J16070854  0  1  0   5.688   0.415  174.7   16.7   10.3  3.506  0.011  0.009  -0.86  0.42  0.40  -0.72  0.09  0.07      0  6.24  0.47  0.87     0   -8.91  0.38  0.38    0       0  -0.843  0.087  0.071  2.037  0.038  0.030  0      0    7.1    1.9    0.0    7.1    2.5    0.0    9.4    1.6    1.5   10.0    1.7    1.6  -3.23  0.07  0.22  -3.25  0.07  0.26  -3.50  0.20  0.13  -3.56  0.21  0.12  2.50  0.08  0.09  
      CITau        CITau  1  0  0   7.759   0.044  128.4    2.0    1.6  3.607  0.024  0.022  -0.11  0.14  0.13  -0.15  0.11  0.11      0  6.13  0.40  0.24     0   -7.55  0.50  0.53    0       0  -0.413  0.066  0.081  2.058  0.059  0.019  0      0   11.3    2.6    2.1   14.6    3.3    2.5   12.3    2.6    2.1   16.0    3.0    2.6  -3.26  0.23  0.14  -3.45  0.19  0.13  -3.33  0.22  0.12  -3.50  0.18  0.12  2.84  0.03  0.06  
      CYTau        CYTau  1  0  0   7.759   0.044  128.5    1.9    1.7  3.560  0.017  0.017  -0.48  0.10  0.09  -0.35  0.11  0.12      0  6.26  0.29  0.22     0   -8.44  0.51  0.53    0       0  -0.739  0.050  0.088  1.667  0.027  0.024  0      0   13.1    2.5    2.2   14.1    2.9    2.4   10.8    2.1    1.8   11.6    2.5    1.9  -3.70  0.19  0.12  -3.74  0.17  0.14  -3.56  0.21  0.12  -3.60  0.19  0.14  2.01  0.05  0.05  
      DKTau        DKTau  1  0  0   7.781   0.059  128.1    2.0    1.8  3.602  0.023  0.024   0.05  0.18  0.19  -0.21  0.11  0.15      0  5.85  0.44  0.39     0   -7.48  0.50  0.56    0       0  -1.226  0.062  0.085  1.635  0.147  0.057  0      0   22.3    5.8    4.2   26.6    8.4    4.7   25.5    5.1    4.5   29.9    8.1    4.8  -4.56  0.19  0.14  -4.66  0.17  0.16  -4.63  0.16  0.12  -4.72  0.15  0.15  3.04  0.05  0.05  
      DMTau        DMTau  1  1  0   6.890   0.051  144.5    2.6    2.1  3.568  0.018  0.017  -0.62  0.03  0.03  -0.28  0.10  0.10      0  6.62  0.22  0.22     0   -8.40  0.51  0.52    0       0  -0.552  0.055  0.084  2.125  0.064  0.030  0      0    8.5    1.5    0.5   10.3    2.0    1.1    9.5    2.7    0.7   12.5    2.4    1.9  -3.15  0.10  0.15  -3.34  0.16  0.13  -3.30  0.16  0.17  -3.49  0.18  0.12  2.52  0.04  0.05  
      DNTau        DNTau  1  0  0   7.799   0.054  127.6    2.1    1.6  3.588  0.022  0.026  -0.18  0.08  0.08  -0.26  0.13  0.14      0  6.08  0.31  0.29     0   -8.23  0.50  0.54    0       0  -0.817  0.055  0.079  1.689  0.019  0.017  0      0   17.0    3.3    3.0   20.5    4.1    3.4   16.3    3.1    2.8   19.9    3.7    3.4  -3.96  0.17  0.11  -4.08  0.15  0.11  -3.93  0.17  0.12  -4.07  0.16  0.11  2.56  0.05  0.05  
      DOTau        DOTau  1  0  0   7.175   0.053  139.0    2.1    2.3  3.584  0.025  0.023   0.13  0.19  0.18  -0.36  0.18  0.06      0  5.64  0.30  0.57     0   -7.09  0.53  0.51    0       0  -0.593  0.054  0.083  1.423  0.031  0.028  0      0   27.0    9.4    4.5   28.7   23.4    3.8   37.2   11.2    6.1   38.8   30.7    4.8  -4.04  0.16  0.14  -4.09  0.15  0.27  -4.20  0.14  0.14  -4.24  0.12  0.27  3.46  0.06  0.07  
